Species name,Seed plant/Spore plant,Woody/Herbaceous,Broadleaved tree/Coniferous tree,Evergreen tree/Deciduous tree,Legume/Non-legume,Annual herb/Perennial herb,Grass/Forb/Shrub/Tree,C3/C4,Tissue types,mean_control,mean_treatment,SD_control,SD_treatment,N_control,N_treatment,units,Reference,N amount (g m-2yr-1),MAT,MAP(mm),Latitude,Other resources
Cynosurus cristatus,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,shoot,0.8,2.1,0.2,0.5,10,10,g,Olff H et al. 1990,*,*,*,53,Control
Cynosurus cristatus,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,shoot,0.8,3.9,0.2,1.1,10,10,g,Olff H et al. 1990,*,*,*,53,Control
Cynosurus cristatus,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,shoot,0.8,2.9,0.2,0.4,10,10,g,Olff H et al. 1990,*,*,*,53,Control
Cynosurus cristatus,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,shoot,0.8,6.3,0.2,1.1,10,10,g,Olff H et al. 1990,*,*,*,53,Control
Cyperus sp.,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,12,10.5,10.9,14.1,6,6,g m-2,Tilman GD 1984,13.6,6.7,765,45,Control
Dacrydium cupressinum,Seedplant,Woody,Coniferous,Evergreen,Non-legume,*,Tree,*,leaf,3.6,3.3,1.7,1.2,5,5,g,Carswell FE et al. 2005,*,*,*,43.1,P
Dacrydium cupressinum,Seedplant,Woody,Coniferous,Evergreen,Non-legume,*,Tree,*,leaf,1.8,4.2,0.4,1.8,5,5,g,Carswell FE et al. 2005,*,*,*,43.1,P
Dacrydium cupressinum,Seedplant,Woody,Coniferous,Evergreen,Non-legume,*,Tree,*,leaf,0.7,2.1,0.3,2.1,5,5,g,Carswell FE et al. 2005,*,*,*,43.2,P
Dacrydium cupressinum,Seedplant,Woody,Coniferous,Evergreen,Non-legume,*,Tree,*,leaf,0.7,1.3,0.6,0.9,5,5,g,Carswell FE et al. 2005,*,*,*,43.2,P
Daucus subsessilis,Seedplant,Herbaceous,*,*,Non-legume,Annual,Forb,*,aboveground,2,2.9,1.1,1.4,5,5,g m-2,Grunzweig JM et al. 2003,3,*,*,31.2,CO2
Daucus subsessilis,Seedplant,Herbaceous,*,*,Non-legume,Annual,Forb,*,aboveground,3,7.8,1.1,3.5,5,5,g m-2,Grunzweig JM et al. 2003,3,*,*,31.2,CO2
Daucus subsessilis,Seedplant,Herbaceous,*,*,Non-legume,Annual,Forb,*,aboveground,4.2,12.2,1.6,1.7,5,5,g m-2,Grunzweig JM et al. 2003,3,*,*,31.2,CO2
Daviesia horrida,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,wholeplant,0.1,0.1,0,0,15,15,g,Hanly ME. 2007,*,*,*,31.6,Facilitated
Daviesia horrida,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,wholeplant,0.1,0.1,0,0,15,15,g,Hanly ME. 2007,*,*,*,31.6,Facilitated
Daviesia horrida,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,wholeplant,0.1,0.1,0,0.1,15,15,g,Hanly ME. 2007,*,*,*,31.6,Facilitated
Deschampsia caespitosa,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,wholeplant,1.7,4.9,0.6,0.6,10,10,g m-2,Bowman et al. 2001,*,*,*,39.8,Control
Deschampsia caespitosa,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,wholeplant,3,7.2,0.9,1,10,10,g m-2,Bowman et al. 2001,*,*,*,39.8,Control
Deschampsia caespitosa,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,wholeplant,1.7,4.9,0.6,0.6,10,10,g m-2,Bowman et al. 2001,*,*,*,39.8,Control
Deschampsia caespitosa,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,wholeplant,3,7.2,0.9,1,10,10,g m-2,Bowman et al. 2001,*,*,*,39.8,Control
Deschampsia flexuosa,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,root,25,11,29.4,12.2,6,6,g m-2,Nordin et al. 1998,1.3,1.4,660,64.1,Control
Deschampsia flexuosa,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,leaf,3,8,2.4,9.8,6,6,g m-2,Nordin et al. 1998,2.5,1.4,660,64.1,Control
Deschampsia flexuosa,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,leaf,3,12,2.4,22,6,6,g m-2,Nordin et al. 1998,2.5,1.4,660,64.1,Control
Deschampsia flexuosa,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,leaf,3,3,2.4,2.4,6,6,g m-2,Nordin et al. 1998,5,1.4,660,64.1,Control
Deschampsia flexuosa,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,root,25,13,29.4,14.7,6,6,g m-2,Nordin et al. 1998,5,1.4,660,64.1,Control
Deschampsia flexuosa,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,root,25,18,29.4,39.2,6,6,g m-2,Nordin et al. 1998,5,1.4,660,64.1,Control
Deschampsia flexuosa,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,0.4,0.3,0.2,0.2,10,10,g,Strengbom et al.2004,5,6.7,660,64.1,Control
Deschampsia flexuosa,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,leaf,19,21,3.6,2.3,10,10,g,Strengbom et al.2004,5,6.7,660,64.1,Control
Deschampsia flexuosa,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,shoot,0.5,3.8,0.1,1.2,4,4,g,Eckstein and Karlsson 2001b,10,1,304,68.2,Control
Dicranum flexuosa,SporePlant,,*,*,*,*,*,*,leaf,1,1,0,0,8,8,g,Nordin et al. 2006,1.3,1.4,583,64.1,Control
Dicranum flexuosa,SporePlant,,*,*,*,*,*,*,leaf,1,3,0,2.8,8,8,g,Nordin et al. 2006,1.3,1.4,583,64.1,Control
Dicranum flexuosa,SporePlant,,*,*,*,*,*,*,root,3,1,2.8,0,8,8,g,Nordin et al. 2006,1.3,1.4,583,64.1,Control
Dicranum flexuosa,SporePlant,,*,*,*,*,*,*,root,3,8,2.8,11.3,8,8,g,Nordin et al. 2006,1.3,1.4,583,64.1,Control
Dicranum flexuosa,SporePlant,,*,*,*,*,*,*,leaf,1,15,0,8.5,8,8,g,Nordin et al. 2006,5,1.4,583,64.1,Control
Dicranum flexuosa,SporePlant,,*,*,*,*,*,*,leaf,1,6,0,2.8,8,8,g,Nordin et al. 2006,5,1.4,583,64.1,Control
Dicranum flexuosa,SporePlant,,*,*,*,*,*,*,root,3,8,2.8,5.7,8,8,g,Nordin et al. 2006,5,1.4,583,64.1,Control
Dicranum flexuosa,SporePlant,,*,*,*,*,*,*,root,3,21,2.8,11.3,8,8,g,Nordin et al. 2006,5,1.4,583,64.1,Control
Dicranum majus,SporePlant,,*,*,*,*,*,*,wholeplant,99,92,63.7,71,6,6,g m-2,Nordin et al. 1998,1.3,1.4,660,64.1,Control
Dicranum majus,SporePlant,,*,*,*,*,*,*,wholeplant,99,80,63.7,61.2,6,6,g m-2,Nordin et al. 1998,1.3,1.4,660,64.1,Control
Dicranum majus,SporePlant,,*,*,*,*,*,*,wholeplant,99,70,63.7,41.6,6,6,g m-2,Nordin et al. 1998,2.5,1.4,660,64.1,Control
Dicranum polysetum,SporePlant,,*,*,*,*,*,*,wholeplant,71.6,15.9,36.7,9.2,4,4,g,M_kip__ R 1995,2.5,*,*,*,Facilitated
Digitaria eriantha,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,87.6,215.2,7.1,0.1,3,3,g m-2,Gargano AO et al. 2001,6,13,*,42.3,Control
Digitaria eriantha,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,101.9,242.8,9.3,0,3,3,g m-2,Gargano AO et al. 2001,6,13,*,42.3,Control
Digitaria eriantha,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,121.9,284.7,9.3,0.1,3,3,g m-2,Gargano AO et al. 2001,6,13,*,42.3,Control
Digitaria eriantha,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,65.2,229,7.1,0.2,3,3,g m-2,Gargano AO et al. 2001,6,13,*,42.3,Control
Dillenia suffruticosa,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,0.2,0.6,0.1,0.2,13,13,g,Burslem DFRP. 1994,*,*,*,1.2,P
Dillenia suffruticosa,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,0.2,0.2,0.1,0.2,13,13,g,Burslem DFRP. 1994,*,*,*,1.2,P
Dillenia suffruticosa,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,0.2,0.2,0.1,0.1,13,13,g,Burslem DFRP. 1994,*,*,*,1.2,P
Dillenia suffruticosa,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,0.2,0.2,0.1,0.1,13,13,g,Burslem DFRP. 1994,*,*,*,1.2,P
Dillenia suffruticosa,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,0.2,0.6,0.1,0.2,13,13,g,Burslem DFRP. 1994,*,*,*,1.2,P
Dillenia suffruticosa,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,3.1,4.3,1,1.2,10,10,g,Lim W 1996,*,*,*,1.2,Facilitated
Dillenia suffruticosa,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,2.4,3,0.6,0.9,10,10,g,Lim W 1996,*,*,*,1.2,Limited
Dipterocarpus kunstleri,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,2.3,1.8,2,1.1,12,12,g,Burslem DFRP. 1995,*,*,*,1.2,P
Distichlis palmeri,Seedplant,Herbaceous,*,*,*,Perennial,Grass,c4,wholeplant,753.7,1054.6,2.7,2.7,3,3,g m-2,Noaman N et al. 2004,4,34,*,24.1,Facilitated
Distichlis palmeri,Seedplant,Herbaceous,*,*,*,Perennial,Grass,c4,wholeplant,753.7,905,2.7,2.7,3,3,g m-2,Noaman N et al. 2004,4,34,*,24.1,Facilitated
Distichlis palmeri,Seedplant,Herbaceous,*,*,*,Perennial,Grass,c4,wholeplant,881.7,1212.7,2.7,2.7,3,3,g m-2,Noaman N et al. 2004,8,34,*,24.1,Facilitated
Distichlis palmeri,Seedplant,Herbaceous,*,*,*,Perennial,Grass,c4,wholeplant,881.7,1138,2.7,2.7,3,3,g m-2,Noaman N et al. 2004,8,34,*,24.1,Facilitated
Drosera rotundifolia,Seedplant,Herbaceous,*,*,Non-legume,Perennial,Forb,*,aboveground,7,7,4.5,2.2,5,5,g m-2,Heijmans et al. 2001,5,8.6,950,52,Control
Drosera rotundifolia,Seedplant,Herbaceous,*,*,Non-legume,Perennial,Forb,*,shoot,1.8,2.8,1.2,1.5,15,15,g m-2,Limpens J et al. 2003a,4,*,*,52.5,Control
Drosera rotundifolia,Seedplant,Herbaceous,*,*,Non-legume,Perennial,Forb,*,shoot,1.8,2.7,1.2,1.5,15,15,g m-2,Limpens J et al. 2003a,8,*,*,52.5,Control
Dryas integrifolia,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wholeplant,77.5,40.6,31.7,12.8,3,3,g,Gough L et al. 2003,10,*,326,68.4,P
Dryas integrifolia,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wholeplant,77.5,76.1,31.7,17.8,3,3,g,Gough L et al. 2003,10,*,326,68.4,P
Dryas integrifolia,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,aboveground,13.6,25.1,6.8,24.8,3,3,g m-2,Hobbie SE et al. 2005,10,*,330,68.4,P
Dryas integrifolia,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wholeplant,77.5,76.1,31.7,17.8,3,3,g m-2,Hobbie SE et al. 2005,10,*,330,68.4,P
Dryas integrifolia,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wholeplant,44,44.2,22.9,35.7,3,3,g m-2,Hobbie SE et al. 2005,10,*,330,68.4,P
Dryas integrifolia,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,aboveground,15.4,31.5,26.7,7.4,3,3,g m-2,Hobbie SE et al. 2005,10,*,330,68.4,Control
Dryobalanops lanceolata,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,wholeplant,16.2,29.5,4.7,7,6,6,g,Bungard RA et al. 2000,*,*,1097,53.4,Limited
Eleocharis palustris,Seedplant,Herbaceous,*,*,*,Perennial,Grass,C3,shoot,6.5,2.4,7.6,3.8,10,10,g m-2,Green and Galatowitsch 2002,12,10,1085,44.5,Control
Eleocharis palustris,Seedplant,Herbaceous,*,*,*,Perennial,Grass,C3,shoot,1,1,0.9,2.5,10,10,g m-2,Green and Galatowitsch 2002,12,10,1085,44.5,Control
Eleocharis palustris,Seedplant,Herbaceous,*,*,*,Perennial,Grass,C3,shoot,1,1.8,0.9,2.8,10,10,g m-2,Green and Galatowitsch 2002,48,10,1085,44.5,Control
Eleocharis palustris,Seedplant,Herbaceous,*,*,*,Perennial,Grass,C3,shoot,6.5,0.9,7.6,1.6,10,10,g m-2,Green and Galatowitsch 2002,48,10,1085,44.5,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,2,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,2,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,2,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,2,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,2,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,2,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,2,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,2,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,2,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,2,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,2,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,2,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,2,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,aboveground,99.8,216.5,95.4,95.4,6,6,g m-2,Michelsen A et al. 1996,10,1,304,68.2,Control
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,aboveground,290,248,348.8,0.4,5,5,g m-2,Gerdol R et al. 2002,10,2,2000,44.1,Facilitated
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,aboveground,290,540,348.8,1.2,5,5,g m-2,Gerdol R et al. 2002,10,2,2000,44.1,Facilitated
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,shoot,0,0,0,0,5,5,g,Gerdol R et al. 2002,10,2,2000,44.1,Facilitated
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,shoot,0,0,0,0,5,5,g,Gerdol R et al. 2002,10,2,2000,44.1,Facilitated
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,2,*,626,65.3,Facilitated
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,2,*,626,65.3,Facilitated
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,2,*,626,65.3,Facilitated
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,2,*,626,65.3,Facilitated
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,2,*,626,65.3,Facilitated
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Facilitated
Empetrum hermaphroditum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,0,0,0,0,5,5,g,Shevtsova A et al. 2005,5,*,626,65.3,Facilitated
