Species name,Seed plant/Spore plant,Woody/Herbaceous,Broadleaved tree/Coniferous tree,Evergreen tree/Deciduous tree,Legume/Non-legume,Annual herb/Perennial herb,Grass/Forb/Shrub/Tree,C3/C4,Tissue types,mean_control,mean_treatment,SD_control,SD_treatment,N_control,N_treatment,units,Reference,N amount (g m-2yr-1),MAT,MAP(mm),Latitude,Other resources
Lolium perenne,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,root,0.7,0.9,0.2,0.2,10,10,g,Olff H et al. 1990,*,*,*,53,Facilitated
Lolium perenne,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,root,0.8,1.2,0.1,0.2,10,10,g,Olff H et al. 1990,*,*,*,53,Facilitated
Lolium perenne ,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,belowground,0.5,0.3,0,0,9,9,g,Jongen M et al. 1995,*,*,*,47.3,Control
Lolium perenne ,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,root,2.8,2,1.9,0.9,6,6,g,Bardgett RD et al. 1999,3.5,*,*,*,Control
Lolium perenne ,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,shoot,1.2,1.2,0.5,0.5,6,6,g,Bardgett RD et al. 1999,3.5,*,*,*,Control
Lotus corniculatus,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,root,2.9,4.4,1.9,2.4,3,3,g,Briggs MA1991,*,*,*,40,Control
Lotus corniculatus,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,root,2.9,4,1.9,3.1,3,3,g,Briggs MA1991,*,*,*,40,Control
Lotus corniculatus,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,shoot,9.6,13.3,1.2,1.2,3,3,g,Briggs MA1991,*,*,*,40,Control
Lotus corniculatus,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,shoot,9.6,17.1,1.2,1.6,3,3,g,Briggs MA1991,*,*,*,40,Control
Lotus wrangelianus,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,shoot,1.7,0.6,1.6,0.3,6,6,g m-2,Joel G et al. 2001,20,14.2,582,37.2,Control
Lupinus perennis,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,C3,shoot,0,0.1,0,0.2,6,6,g,Johnson NC et al..2003,4,*,330,35.2,CO2
Lupinus perennis,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,C3,shoot,0.1,0.1,0.1,0.1,6,6,g,Johnson NC et al..2003,4,*,330,35.2,CO2
Lupinus perennis,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,aboveground,830,1750,14.7,30.2,6,6,g m-2,Daepp et al. 2000,*,8,*,42.3,CO2
Lupinus perennis,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,aboveground,600,1430,10.5,24.6,6,6,g m-2,Daepp et al. 2000,*,8,*,47.2,CO2
Lupinus perennis,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,aboveground,650,1650,11.5,27.8,6,6,g m-2,Daepp et al. 2000,*,8,*,47.3,CO2
Lupinus perennis,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,aboveground,900,2050,15.6,35.2,6,6,g m-2,Daepp et al. 2000,*,8,*,47.3,CO2
Lupinus perennis,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,aboveground,450,1210,7.8,20.5,6,6,g m-2,Daepp et al. 2000,*,*,*,*,CO2
Lupinus perennis,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,aboveground,800,1850,13,22.3,6,6,g m-2,Daepp et al. 2000,*,*,*,*,CO2
Lupinus perennis,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,C3,shoot,0.1,0.1,0.1,0.1,6,6,g,Johnson NC et al..2003,4,*,330,35.2,Control
Lupinus perennis,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,C3,shoot,0.2,0.2,0.2,0.2,6,6,g,Johnson NC et al..2003,4,*,330,35.2,Control
Lupinus perennis,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,aboveground,339,323,42,42,4,4,g m-2,Reich PB et al. 2001,4,6.7,660,45,Control
Lupinus perennis,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,belowground,270,250,118,118,4,4,g m-2,Reich PB et al. 2001,4,6.7,660,45,Control
Lupinus perennis,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,aboveground,820,1550,14.7,26.5,6,6,g m-2,Daepp et al. 2000,*,8,*,47.2,Control
Lupinus perennis,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,aboveground,720,1300,12.5,22.4,6,6,g m-2,Daepp et al. 2000,*,8,*,47.2,Control
Lupinus perennis,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,aboveground,900,1800,15.6,31,6,6,g m-2,Daepp et al. 2000,*,8,*,47.2,Control
Lupinus perennis,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,aboveground,440,1130,7.8,19,6,6,g m-2,Daepp et al. 2000,*,*,*,*,Control
Lupinus perennis,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,aboveground,680,1280,12,22,6,6,g m-2,Daepp et al. 2000,*,*,*,*,Control
Lupinus perennis,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,aboveground,750,1300,13,28,6,6,g m-2,Daepp et al. 2000,*,*,*,*,Control
Lyonia lucida,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wood,0.5,0.9,0.1,0,5,5,g,Simms EL 1985,10,*,*,*,P
Macaranga gigantea,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,4.8,17.9,3.9,12.4,10,10,g g-1,Lawrence D 2001,*,29,*,1.3,P
Macaranga gigantea,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,4.8,8.6,3.9,6.5,10,10,g g-1,Lawrence D 2001,*,29,*,1.3,Control
Macaranga heynei,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,2.4,5,1.1,1.5,10,10,g,Lim W 1996,*,*,*,1.2,Facilitated
Macaranga heynei,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,2.9,4.2,1.2,1.3,10,10,g,Lim W 1996,*,*,*,1.2,Limited
Manilkara bidentata,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,branch/twig,0.7,0.9,0.4,0.6,8,9,g,Fetcher et al. 1996,*,23,3455,18.2,Control
Manilkara bidentata,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,root,0.4,0.6,0.4,0.6,8,9,g,Fetcher et al. 1996,*,23,3455,18.2,Control
Medicago lupulina,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,wholeplant,0,0.1,0,0,15,15,g,Hanly ME. 2007,*,*,*,51.2,Facilitated
Medicago lupulina,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,wholeplant,0,0.1,0,0,15,15,g,Hanly ME. 2007,*,*,*,51.2,Facilitated
Medicago lupulina,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,wholeplant,0,0.1,0,0,15,15,g,Hanly ME. 2007,*,*,*,51.2,Facilitated
Medicago minima,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,aboveground,3.8,6.5,1.9,0.9,5,5,g m-2,Grunzweig JM et al. 2003,3,*,*,31.2,CO2
Medicago minima,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,aboveground,9.6,14.6,2.6,4.3,5,5,g m-2,Grunzweig JM et al. 2003,3,*,*,31.2,CO2
Medicago minima,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,aboveground,10.9,18.6,3.2,5.8,5,5,g m-2,Grunzweig JM et al. 2003,3,*,*,31.2,CO2
Medicago sativa,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,root,106.8,75.2,30.1,1.2,5,5,g m-2,Belanger G et al. 2000,4,6.2,*,45.6,P
Medicago sativa,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,wholeplant,343,392,44.7,1.2,5,5,g m-2,Belanger G et al. 2000,4,6.2,*,45.6,P
Medicago sativa,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,root,52.9,53.4,19.8,1.8,5,5,g m-2,Belanger G et al. 2000,8,6.2,*,45.6,P
Medicago sativa,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,shoot,173.6,184.4,30.1,0.4,5,5,g m-2,Belanger G et al. 2000,8,6.2,*,45.6,P
Medicago sativa,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,shoot,127.6,216,14.2,1,5,5,g m-2,Belanger G et al. 2000,8,6.2,*,45.6,P
Medicago sativa,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,wholeplant,306,318,61.9,0.3,5,5,g m-2,Belanger G et al. 2000,8,6.2,*,45.6,P
Medicago sativa,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,aboveground,93.9,72.4,0.7,0.7,36,36,g,LÙscher A et al. 2000,2,8.6,1108,47.3,CO2
Medicago sativa,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,aboveground,137.3,106.9,0.7,0.7,36,36,g,LÙscher A et al. 2000,2,8.6,1108,47.3,CO2
Medicago sativa,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,aboveground,7.4,32.2,0.7,0.7,36,36,g,LÙscher A et al. 2000,4,8.6,1108,47.3,CO2
Medicago sativa,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,aboveground,5.5,39.3,0.7,0.7,36,36,g,LÙscher A et al. 2000,4,8.6,1108,47.3,CO2
Medicago sativa,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,shoot,173.6,191.5,30.1,1,5,5,g m-2,Belanger G et al. 2000,4,6.2,*,45.6,Control
Medicago sativa,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,aboveground,59.9,60.5,0.4,0.4,36,36,g,LÙscher A et al. 2000,2,8.6,1108,47.3,Control
Medicago sativa,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,aboveground,92,89.3,0.4,0.4,36,36,g,LÙscher A et al. 2000,2,8.6,1108,47.3,Control
Medicago sativa,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,aboveground,11.2,41.8,0.4,0.4,36,36,g,LÙscher A et al. 2000,4,8.6,1108,47.3,Control
Medicago sativa,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,aboveground,8.4,42.6,0.4,0.4,36,36,g,LÙscher A et al. 2000,4,8.6,1108,47.3,Control
Medicago sativa,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,root,52.9,71.3,19.8,1.2,5,5,g m-2,Belanger G et al. 2000,4,6.2,*,45.6,Limited
Medicago sativa,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,shoot,127.6,158.9,14.2,0,5,5,g m-2,Belanger G et al. 2000,4,6.2,*,45.6,Limited
Medicago sativa,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,wholeplant,306,360,61.9,1.2,5,5,g m-2,Belanger G et al. 2000,4,6.2,*,45.6,Limited
Medicago sativa,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,root,106.8,115.9,30.1,0.4,5,5,g m-2,Belanger G et al. 2000,8,6.2,*,45.6,Limited
Medicago sativa,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,wholeplant,343,393,44.7,1.8,5,5,g m-2,Belanger G et al. 2000,8,6.2,*,45.6,Limited
Medicago truncatula,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,aboveground,5,7.3,4.7,3,5,5,g m-2,Grunzweig JM et al. 2003,3,*,*,31.2,CO2
Medicago truncatula,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,aboveground,14.6,11.5,6,5.2,5,5,g m-2,Grunzweig JM et al. 2003,3,*,*,31.2,CO2
Medicago truncatula,Seedplant,Herbaceous,*,*,Legume,Annual,Forb,*,aboveground,16.9,28,6,9,5,5,g m-2,Grunzweig JM et al. 2003,3,*,*,31.2,CO2
Melastoma malabathricum,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wholeplant,0,0,0,0,10,10,g,Burslem DFRP. 1994,*,*,*,1.2,P
Melicope glabra,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,9.8,10.3,14.7,9.5,10,10,g g-1,Lawrence D 2001,*,29,*,1.3,P
Melicope glabra,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,9.8,11.5,14.7,10.5,10,10,g g-1,Lawrence D 2001,*,29,*,1.3,Control
Melilotus altissima,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,wholeplant,0,0.1,0,0,15,15,g,Hanly ME. 2007,*,*,*,51.2,Facilitated
Melilotus altissima,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,wholeplant,0,0.1,0,0.1,15,15,g,Hanly ME. 2007,*,*,*,51.2,Facilitated
Melilotus altissima,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,wholeplant,0,0.1,0,0.1,15,15,g,Hanly ME. 2007,*,*,*,51.2,Facilitated
Melinis minutiflora,Seedplant,Herbaceous,*,*,*,Perennial,Grass,C4,aboveground,0,0.2,0,0.2,10,10,g,Barger NN et al. 2003,20,17.9,1063,10.3,Control
Melinis minutiflora,Seedplant,Herbaceous,*,*,*,Perennial,Grass,C4,root,0,1.9,0,0.1,10,10,g,Barger NN et al. 2003,20,17.9,1063,10.3,Control
Melinis minutiflora,Seedplant,Herbaceous,*,*,*,Perennial,Grass,C4,wholeplant,0.1,0.3,0.1,0.2,10,10,g,Barger NN et al. 2003,20,17.9,1063,10.3,Control
Melinis minutiflora,Seedplant,Herbaceous,*,*,*,Perennial,Grass,C4,aboveground,0.1,1.6,0.1,0.6,10,10,g,Barger NN et al. 2003,20,17.9,1063,10.3,Facilitated
Melinis minutiflora,Seedplant,Herbaceous,*,*,*,Perennial,Grass,C4,root,0.1,0.2,0.1,0.3,10,10,g,Barger NN et al. 2003,20,17.9,1063,10.3,Facilitated
Melinis minutiflora,Seedplant,Herbaceous,*,*,*,Perennial,Grass,C4,wholeplant,0.1,1.7,0.1,1,10,10,g,Barger NN et al. 2003,20,17.9,1063,10.3,Facilitated
Metrosideros polymorpha,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,root,457,467,140.3,0.3,3,3,g m-2,Kathleen K et al,,,,,
Metrosideros polymorpha,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,root,257,331,77.9,1.2,3,3,g m-2,Kathleen K et al,,,,,
Metrosideros umbellata,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,leaf,3.4,3.7,1,1,5,5,g,Carswell FE et al. 2005,*,*,*,43.1,P
Metrosideros umbellata,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,leaf,3.6,3.8,1.7,1,5,5,g,Carswell FE et al. 2005,*,*,*,43.1,P
Metrosideros umbellata,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,leaf,3.4,3.7,1.1,0.9,5,5,g,Carswell FE et al. 2005,*,*,*,43.2,Control
Metrosideros umbellata,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,leaf,3.6,3.8,1.7,1.1,5,5,g,Carswell FE et al. 2005,*,*,*,43.2,Control
Metrosideros umbellata,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,branch/twig,1.9,6,0.2,1.4,6,6,g,Bellingham PJ et al. 2001,*,10.6,719,43.4,Control
Metrosideros umbellata,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,branch/twig,1.9,4.3,0.2,1.7,6,6,g,Bellingham PJ et al. 2001,*,10.6,719,43.4,Control
Metrosideros umbellata,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,branch/twig,1.9,3.4,0.2,1,6,6,g,Bellingham PJ et al. 2001,*,10.6,719,43.4,Control
Miconia barbinervis,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wholeplant,2.4,3.3,1.1,1,5,5,g,Denshow JS. 1987,*,27,4200,10.3,P
Miconia barbinervis,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wholeplant,2.4,4.5,1.1,1.6,5,5,g,Denshow JS. 1987,*,27,4200,10.3,P
Miconia barbinervis,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wholeplant,2.4,13,1.1,2.6,5,5,g,Denshow JS. 1987,*,27,4200,10.3,P
Miconia gracilis Triana,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wholeplant,1.8,2.1,0.3,1.2,5,5,g,Denshow JS. 1987,*,27,4200,10.3,P
Miconia gracilis Triana,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wholeplant,1.8,2.2,0.3,0.4,5,5,g,Denshow JS. 1987,*,27,4200,10.3,P
Miconia gracilis Triana,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wholeplant,1.8,5.7,0.3,4.5,5,5,g,Denshow JS. 1987,*,27,4200,10.3,P
Miconia nervosa,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wholeplant,1.9,2.8,0.6,3.2,5,5,g,Denshow JS. 1987,*,27,4200,10.3,P
Miconia nervosa,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wholeplant,1.9,3.9,0.6,2.6,5,5,g,Denshow JS. 1987,*,27,4200,10.3,P
Miconia nervosa,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,wholeplant,1.9,8.4,0.6,5.6,5,5,g,Denshow JS. 1987,*,27,4200,10.3,P
Milium effusum,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,shoot,0.6,4.2,0.2,1.8,4,4,g,Eckstein and Karlsson 2001b,10,1,304,68.2,Control
Molinia caerulea,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,wholeplant,15.7,45.1,1.6,1.2,5,5,g,Arp WJ et al. 1998,16,*,*,52.6,CO2
Molinia caerulea,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,wholeplant,15.4,35.8,0.5,0,5,5,g,Arp WJ et al. 1998,16,*,*,52.6,CO2
Molinia caerulea,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,0.2,0.3,0.1,0.2,4,4,g,Tomassen HB et al. 2003,1,*,750,51.3,Control
Molinia caerulea,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,0.2,0.4,0.1,0.1,4,4,g,Tomassen HB et al. 2003,2,*,750,51.3,Control
Molinia caerulea,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,0.2,0.7,0.1,0.1,4,4,g,Tomassen HB et al. 2003,4,*,750,51.3,Control
Molinia caerulea,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,shoot,12,9,7.4,1.6,5,5,g m-2,Limpens J et al. 2003a,4,*,*,52.5,Control
Molinia caerulea,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,shoot,12,11.2,7.4,3.1,5,5,g m-2,Limpens J et al. 2003a,8,*,*,52.5,Control
Molinia caerulea,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,wholeplant,15.9,35.3,0.5,1.8,5,5,g,Arp WJ et al. 1998,16,*,*,52.6,Control
Molinia caerulea,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,0.8,4.2,0.3,2.9,4,4,g,Tomassen HB 2004,2,9,856,53.2,Control
Molinia caerulea,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,0.8,4.3,0.1,2.9,4,4,g,Tomassen HB 2004,2,9,856,53.2,Control
Molinia caerulea,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,0.8,4,0.3,2,4,4,g,Tomassen HB 2004,4,9,856,53.2,Control
Molinia caerulea,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,0.8,4.1,0.1,1.9,4,4,g,Tomassen HB 2004,4,9,856,53.2,Control
Molinia caerulea,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,0.8,8,0.3,5.7,4,4,g,Tomassen HB 2004,8,9,856,53.2,Control
Molinia caerulea,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,0.8,8,0.1,5.8,4,4,g,Tomassen HB 2004,8,9,856,53.2,Control
Molinia caerulea,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,19,14.3,6.6,6.6,3,3,g m-2,øien DI 2004,12,0.6,600,62.4,Control
Molinia caerulea,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,26.7,21,4.9,4.9,3,3,g m-2,øien DI 2004,12,0.6,600,62.4,Control
Molinia caerulea,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,17.1,16.2,1.6,3.3,3,3,g m-2,øien DI 2004,12,0.6,600,62.4,Control
Molinia caerulea,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,0.2,0.3,0.1,0.1,4,4,g,Tomassen HB et al. 2003,1,*,750,51.3,Facilitated
Molinia caerulea,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,0.2,0.3,0.1,0.1,4,4,g,Tomassen HB et al. 2003,2,*,750,51.3,Facilitated
Molinia caerulea,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,wholeplant,13,26.5,0.3,0.3,5,5,g,Arp WJ et al. 1998,16,*,*,52.6,Limited
Mollugo verticillata,Seedplant,Herbaceous,*,*,Non-legume,Annual,Forb,*,aboveground,3,25.8,4.5,15.8,6,6,g m-2,Tilman GD 1984,10.2,6.7,765,45,Control
Nardus stricta,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,root,0.9,14.5,0.1,0.6,3,3,g,Leith ID et al. 1999,5.7,8,1200,55.6,Control
Nardus stricta,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,root,5.4,9.5,0.8,2.6,3,3,g,Leith ID et al. 1999,5.7,8,1200,55.6,Control
Nardus stricta,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,shoot,1.8,2.9,0.5,0.7,3,3,g,Leith ID et al. 1999,5.7,8,1200,55.6,Control
Nardus stricta,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,shoot,0.8,1.6,0.2,0.1,3,3,g,Leith ID et al. 1999,5.7,8,1200,55.6,Control
Nardus stricta,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,2,5.7,1.3,0.9,56,56,g,Hartley SE et al. 1999,7.5,*,*,56.9,Facilitated
Nardus stricta,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,2.1,8.7,1,0.9,56,56,g,Hartley SE et al. 1999,7.5,*,*,56.9,Facilitated
Narthecium ossifragum,Seedplant,Herbaceous,*,*,Non-legume,Perennial,Forb,*,shoot,548.8,646.5,176.7,172.1,4,4,g m-2,Malmer N 2003,2,4,675,56.6,P
Narthecium ossifragum,Seedplant,Herbaceous,*,*,Non-legume,Perennial,Forb,*,shoot,103.9,107.1,47.6,67.8,4,4,g m-2,Malmer N 2003,2,4,675,56.6,P
Nassella pulchra,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,shoot,1.9,2.3,0.6,1,6,6,g m-2,Joel G et al. 2001,20,14.2,582,37.2,Control
Nephroma arcticum,SporePlant,,*,*,*,*,*,*,aboveground,0.3,0.3,0.1,1,10,10,g g-1,Dahlman L et al. 2002,*,2,*,63.5,Control
Nephroma arcticum,SporePlant,,*,*,*,*,*,*,aboveground,0.3,0.3,0.1,0.4,10,10,g g-1,Dahlman L et al. 2002,*,2,*,63.5,Control
Nephroma arcticum,SporePlant,,*,*,*,*,*,*,aboveground,0.3,0.2,0.1,1.2,10,10,g g-1,Dahlman L et al. 2002,*,2,*,63.5,Control
Nephroma arcticum,SporePlant,,*,*,*,*,*,*,aboveground,24.6,28.2,14.9,1.2,5,5,g m-2,Sundberg B et al. 2001,*,*,*,64.1,Control
Oenothera biennis,Seedplant,Herbaceous,*,*,Non-legume,Annual,Forb,*,aboveground,13.2,10.4,18.4,24.2,6,6,g m-2,Tilman GD 1984,13.6,6.7,765,45,Control
Onobrychis viciifolia,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,wholeplant,0.1,0.1,0,0,15,15,g,Hanly ME. 2007,*,*,*,51.2,Facilitated
Onobrychis viciifolia,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,wholeplant,0.1,0.1,0,0,15,15,g,Hanly ME. 2007,*,*,*,51.2,Facilitated
Onobrychis viciifolia,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,wholeplant,0.1,0.1,0,0,15,15,g,Hanly ME. 2007,*,*,*,51.2,Facilitated
Ononis spinosa L.,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,wholeplant,0,0.1,0,0,15,15,g,Hanly ME. 2007,*,*,*,51.2,Facilitated
Ononis spinosa L.,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,wholeplant,0,0,0,0,15,15,g,Hanly ME. 2007,*,*,*,51.2,Facilitated
Ononis spinosa L.,Seedplant,Herbaceous,*,*,Legume,Perennial,Forb,*,wholeplant,0,0,0,0,15,15,g,Hanly ME. 2007,*,*,*,51.2,Facilitated
Palicourea riparia,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,branch/twig,3,8,1.1,2.1,9,9,g,Fetcher et al. 1996,*,23,3455,18.2,Control
Palicourea riparia,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,root,0.9,4.5,0.5,1.5,9,9,g,Fetcher et al. 1996,*,23,3455,18.2,Control
Panicum crus-galli,Seedplant,Herbaceous,*,*,*,Annual,Grass,C4,aboveground,4.9,10.5,0.7,3.8,4,4,g,Gebauer et al. 1987,19.5,*,*,*,Control
Panicum crus-galli,Seedplant,Herbaceous,*,*,*,Annual,Grass,C4,aboveground,3.7,6.4,4.3,2.9,4,4,g,Gebauer et al. 1987,19.5,*,*,*,Control
Panicum crus-galli,Seedplant,Herbaceous,*,*,*,Annual,Grass,C4,aboveground,1.4,2.6,2.2,1.1,4,4,g,Gebauer et al. 1987,19.5,*,*,*,Control
Panicum hemitomon,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,1320,1404,120,0,4,4,g m-2,DeLaune RD et al. 1986,3,*,*,29.5,Control
Panicum hemitomon,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,aboveground,1320,1876,120,1,4,4,g m-2,DeLaune RD et al. 1986,10,*,*,29.5,Control
Panicum miliaceum,Seedplant,Herbaceous,*,*,*,Annual,Grass,C3,aboveground,5.9,14.1,2.9,5.3,4,4,g,Gebauer et al. 1987,19.5,*,*,*,Control
Panicum miliaceum,Seedplant,Herbaceous,*,*,*,Annual,Grass,C3,aboveground,2.7,12.7,1.6,3,4,4,g,Gebauer et al. 1987,19.5,*,*,*,Control
Panicum miliaceum,Seedplant,Herbaceous,*,*,*,Annual,Grass,C3,aboveground,6.2,13.7,4.8,10,4,4,g,Gebauer et al. 1987,19.5,*,*,*,Control
Pascopyrum smithii,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,wholeplant,5.5,6.5,1.6,0.3,9,9,g m-2,Blicker PS 2002,*,*,*,*,Control
Pascopyrum smithii,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,wholeplant,3.8,3.9,1.6,0,9,9,g m-2,Blicker PS 2002,*,*,*,*,Control
Paspalum vaginatum,Seedplant,Herbaceous,*,*,*,Perennial,Grass,c3,wholeplant,1477.7,1835.6,2.7,2.7,3,3,g m-2,Noaman N et al. 2004,4,34,*,24.1,Facilitated
